timestamp,unique_id,country,y_pred,y_lower,y_upper,query,model_version,runtime
1610411352.536844,8e919152-b3bb-4dfe-abe0-96e0766db865,all,"          ds        trend  yhat_lower  ...  multiplicative_terms_lower  multiplicative_terms_upper         yhat
0 2018-01-05  5775.749926 -8584.08475  ...                         0.0                         0.0  7367.758524

[1 rows x 16 columns]",None,None,2018-01-05,0.1,000:00:02
1610411394.451804,df7e6498-2ddc-40a7-bf48-cdab10072bb8,all,"0    8725.149171
Name: yhat, dtype: float64",None,None,2018-01-05,0.1,000:00:01
1610411442.3818915,896f5a3b-26c4-4d2d-bf02-ba4cb65a965f,all,6429.31997688976,None,None,2018-01-05,0.1,000:00:01
1610480657.3927052,43548801-31cf-4d6e-80c3-cabacbbdebc9,all,6596.150641662592,None,None,2018-01-05,0.1,000:00:01
1610482814.7646446,c7a0c7d0-867e-4e6e-960f-71ca3ef8078e,all,2603.7091635103643,None,None,2019-06-09,0.1,000:00:02
1610482936.368991,750fc0c6-027d-4fe5-9821-038043f276de,all,2603.7091635103643,None,None,2019-06-09,0.1,000:00:01
1610482954.0741084,357b91b3-3ef3-4131-9502-0c86426d011e,all,2603.7091635103643,None,None,2019-06-09,0.1,000:00:01
1610548492.7260067,da61409e-4280-464c-9403-5a218b794b8a,all,4659.457958588499,None,None,2018-01-05,0.1,000:00:01
